Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
1838,'14+53=-45','14-59=-45',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'1;4;+;5;3;=;-;4;5','1;4;-;5;9;=;-;4;5'
1839,'65-83=128','65+63=128',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'6;5;-;8;3;=;1;2;8','6;5;+;6;3;=;1;2;8'
1840,'26=98--72','26-98=-72',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;6;=;9;8;-;-;7;2','2;6;-;9;8;=;-;7;2'
1841,'35-94=41','95-54=41',digit_to_digit,3,9,5,0,3,9,,,,,,,'3;5;-;9;4;=;4;1','9;5;-;5;4;=;4;1'
1842,'39+94=123','29+94=123',within_digit,0,3,2,,,,,,,,,,'3;9;+;9;4;=;1;2;3','2;9;+;9;4;=;1;2;3'
1843,'71+25=42','71-29=42',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'7;1;+;2;5;=;4;2','7;1;-;2;9;=;4;2'
1844,'35+73=40','35+13=48',digit_to_digit,3,7,1,7,0,8,,,,,,,'3;5;+;7;3;=;4;0','3;5;+;1;3;=;4;8'
1845,'49-87=-96','49-87=-38',digit_to_digit,7,9,3,8,6,8,,,,,,,'4;9;-;8;7;=;-;9;6','4;9;-;8;7;=;-;3;8'
1846,'32+83=105','22+83=105',within_digit,0,3,2,,,,,,,,,,'3;2;+;8;3;=;1;0;5','2;2;+;8;3;=;1;0;5'
1847,'18+65=77','18+59=77',digit_to_digit,3,6,5,4,5,9,,,,,,,'1;8;+;6;5;=;7;7','1;8;+;5;9;=;7;7'
1848,'52-57=-9','52-61=-9',digit_to_digit,4,7,1,3,5,6,,,,,,,'5;2;-;5;7;=;-;9','5;2;-;6;1;=;-;9'
1849,'59+58=47','59+58=117',four_eleven,6,4,11,,,,,,,,,,'5;9;+;5;8;=;4;7','5;9;+;5;8;=;11;7'
1850,'54-28=74','54+20=74',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'5;4;-;2;8;=;7;4','5;4;+;2;0;=;7;4'
1851,'30+59=-23','30-59=-29',op_and_digit_balance,2,+,-,8,3,9,,,,,,,'3;0;+;5;9;=;-;2;3','3;0;-;5;9;=;-;2;9'
1852,'58+51=199','58+51=109',within_digit,7,9,0,,,,,,,,,,'5;8;+;5;1;=;1;9;9','5;8;+;5;1;=;1;0;9'
1853,'11+95=-74','11-85=-74',op_and_digit_balance,1,+,-,2,9,8,,,,,,,'11;+;9;5;=;-;7;4','11;-;8;5;=;-;7;4'
1854,'67-78=11','87-76=11',digit_to_digit,4,8,6,0,6,8,,,,,,,'6;7;-;7;8;=;11','8;7;-;7;6;=;11'
1855,'57-22=49','67-22=45',digit_to_digit,7,9,5,0,5,6,,,,,,,'5;7;-;2;2;=;4;9','6;7;-;2;2;=;4;5'
1856,'93+81=18','99-81=18',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'9;3;+;8;1;=;1;8','9;9;-;8;1;=;1;8'
1857,'78-38=114','76+38=114',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'7;8;-;3;8;=;11;4','7;6;+;3;8;=;11;4'
1858,'19=95--76','19-95=-76',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;9;=;9;5;-;-;7;6','1;9;-;9;5;=;-;7;6'
1859,'30-23=93','30+23=53',op_and_digit_balance,6,9,5,2,-,+,,,,,,,'3;0;-;2;3;=;9;3','3;0;+;2;3;=;5;3'
1860,'52+51=743','92+51=143',digit_to_digit,6,7,1,0,5,9,,,,,,,'5;2;+;5;1;=;7;4;3','9;2;+;5;1;=;1;4;3'
1861,'97+32=55','87-32=55',op_and_digit_balance,2,+,-,0,9,8,,,,,,,'9;7;+;3;2;=;5;5','8;7;-;3;2;=;5;5'
1862,'89-89=174','89+85=174',op_and_digit_balance,4,9,5,2,-,+,,,,,,,'8;9;-;8;9;=;1;7;4','8;9;+;8;5;=;1;7;4'
1863,'56-26=48','66-26=40',digit_to_digit,7,8,0,0,5,6,,,,,,,'5;6;-;2;6;=;4;8','6;6;-;2;6;=;4;0'
1864,'90+80=82','90-8-0=82',,2,+,-,,,,,,,,,,9;0;+;8;0;=;8;2',9;0;-;8;-;0;=;8;2'
1865,'71+63=124','71+63=134',within_digit,7,2,3,,,,,,,,,,'7;1;+;6;3;=;1;2;4','7;1;+;6;3;=;1;3;4'
1866,'50-87=-21','60-81=-21',digit_to_digit,4,7,1,0,5,6,,,,,,,'5;0;-;8;7;=;-;2;1','6;0;-;8;1;=;-;2;1'
1867,'19+89=98','19+69=88',digit_to_digit,3,8,6,6,9,8,,,,,,,'1;9;+;8;9;=;9;8','1;9;+;6;9;=;8;8'
1868,'90+65=759','90+69=159',digit_to_digit,6,7,1,4,5,9,,,,,,,'9;0;+;6;5;=;7;5;9','9;0;+;6;9;=;1;5;9'
1869,'21+22=48','27+22=49',digit_to_digit,7,8,9,1,1,7,,,,,,,'2;1;+;2;2;=;4;8','2;7;+;2;2;=;4;9'
1870,'41+59=109','41+59=100',within_digit,8,9,0,,,,,,,,,,'4;1;+;5;9;=;1;0;9','4;1;+;5;9;=;1;0;0'
1871,'54+77=-13','64-77=-13',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;4;+;7;7;=;-;1;3','6;4;-;7;7;=;-;1;3'
1872,'59+52=721','69+52=121',digit_to_digit,6,7,1,0,5,6,,,,,,,'5;9;+;5;2;=;7;2;1','6;9;+;5;2;=;1;2;1'
1873,'25+35=720','25+95=120',digit_to_digit,6,7,1,3,3,9,,,,,,,'2;5;+;3;5;=;7;2;0','2;5;+;9;5;=;1;2;0'
1874,'82=71-11','82-71=11',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;2;=;7;1;-;11','8;2;-;7;1;=;11'
1875,'58+39=53','58+35=93',digit_to_digit,4,9,5,6,5,9,,,,,,,'5;8;+;3;9;=;5;3','5;8;+;3;5;=;9;3'
1876,'69-88=-5','83-88=-5',digit_to_digit,1,9,3,0,6,8,,,,,,,'6;9;-;8;8;=;-;5','8;3;-;8;8;=;-;5'
1877,'20+26=94','28+26=54',digit_to_digit,6,9,5,1,0,8,,,,,,,'2;0;+;2;6;=;9;4','2;8;+;2;6;=;5;4'
1878,'48+55=114','49+65=114',digit_to_digit,1,8,9,3,5,6,,,,,,,'4;8;+;5;5;=;11;4','4;9;+;6;5;=;11;4'
1879,'93+30=53','93-30=63',op_and_digit_balance,2,+,-,6,5,6,,,,,,,'9;3;+;3;0;=;5;3','9;3;-;3;0;=;6;3'
1880,'98+35=53','88-35=53',op_and_digit_balance,2,+,-,0,9,8,,,,,,,'9;8;+;3;5;=;5;3','8;8;-;3;5;=;5;3'
1881,'61+12=69','81-12=69',op_and_digit_balance,2,+,-,0,6,8,,,,,,,'6;1;+;1;2;=;6;9','8;1;-;1;2;=;6;9'
1882,'81+45=32','81-49=32',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'8;1;+;4;5;=;3;2','8;1;-;4;9;=;3;2'
1883,'20+40=58','20+40=60',digit_to_digit,7,8,0,6,5,6,,,,,,,'2;0;+;4;0;=;5;8','2;0;+;4;0;=;6;0'
1884,'33+50=-11','39-50=-11',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'3;3;+;5;0;=;-;11','3;9;-;5;0;=;-;11'
1885,'43+25=24','49-25=24',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'4;3;+;2;5;=;2;4','4;9;-;2;5;=;2;4'
1886,'79-54=73','19+54=73',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;9;-;5;4;=;7;3','1;9;+;5;4;=;7;3'
1887,'89+56=785','89+96=185',digit_to_digit,6,7,1,3,5,9,,,,,,,'8;9;+;5;6;=;7;8;5','8;9;+;9;6;=;1;8;5'
1888,'31+24=119','91+24=115',digit_to_digit,7,9,5,0,3,9,,,,,,,'3;1;+;2;4;=;11;9','9;1;+;2;4;=;11;5'
1889,'84-68=752','84+68=152',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;4;-;6;8;=;7;5;2','8;4;+;6;8;=;1;5;2'
1890,'98-84=162','98+64=162',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'9;8;-;8;4;=;1;6;2','9;8;+;6;4;=;1;6;2'
1891,'37+55=-19','37-55=-18',op_and_digit_balance,2,+,-,8,9,8,,,,,,,'3;7;+;5;5;=;-;1;9','3;7;-;5;5;=;-;1;8'
1892,'57-45=2','51-49=2',digit_to_digit,1,7,1,4,5,9,,,,,,,'5;7;-;4;5;=;2','5;1;-;4;9;=;2'
1893,'39-53=-75','38-53=-15',digit_to_digit,7,7,1,1,9,8,,,,,,,'3;9;-;5;3;=;-;7;5','3;8;-;5;3;=;-;1;5'
1894,'46-31=76','45+31=76',op_and_digit_balance,1,6,5,2,-,+,,,,,,,'4;6;-;3;1;=;7;6','4;5;+;3;1;=;7;6'
1895,'33-31=82','93-31=62',digit_to_digit,6,8,6,0,3,9,,,,,,,'3;3;-;3;1;=;8;2','9;3;-;3;1;=;6;2'
1896,'72-65=8','73-65=8',within_digit,1,2,3,,,,,,,,,,'7;2;-;6;5;=;8','7;3;-;6;5;=;8'
1897,'24+50=-34','24-58=-34',op_and_digit_balance,2,+,-,4,0,8,,,,,,,'2;4;+;5;0;=;-;3;4','2;4;-;5;8;=;-;3;4'
1898,'26+15=49','28+15=43',digit_to_digit,7,9,3,1,6,8,,,,,,,'2;6;+;1;5;=;4;9','2;8;+;1;5;=;4;3'
1899,'49+43=5','49-43=6',op_and_digit_balance,2,+,-,6,5,6,,,,,,,'4;9;+;4;3;=;5','4;9;-;4;3;=;6'
1900,'14-47=-21','14-41=-27',digit_to_digit,4,7,1,8,1,7,,,,,,,'1;4;-;4;7;=;-;2;1','1;4;-;4;1;=;-;2;7'
1901,'38-84=132','38+94=132',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'3;8;-;8;4;=;1;3;2','3;8;+;9;4;=;1;3;2'
1902,'73+54=-21','73-94=-21',op_and_digit_balance,2,+,-,3,5,9,,,,,,,'7;3;+;5;4;=;-;2;1','7;3;-;9;4;=;-;2;1'
1903,'20-21=47','20+21=41',op_and_digit_balance,7,7,1,2,-,+,,,,,,,'2;0;-;2;1;=;4;7','2;0;+;2;1;=;4;1'
1904,'66+16=12','56+16=72',digit_to_digit,0,6,5,6,1,7,,,,,,,'6;6;+;1;6;=;1;2','5;6;+;1;6;=;7;2'
1905,'12-54=86','12+54=66',op_and_digit_balance,6,8,6,2,-,+,,,,,,,'1;2;-;5;4;=;8;6','1;2;+;5;4;=;6;6'
1906,'70+32=-22','70-92=-22',op_and_digit_balance,2,+,-,3,3,9,,,,,,,'7;0;+;3;2;=;-;2;2','7;0;-;9;2;=;-;2;2'
1907,'65+37=100','69+31=100',digit_to_digit,4,7,1,1,5,9,,,,,,,'6;5;+;3;7;=;1;0;0','6;9;+;3;1;=;1;0;0'
1908,'59-61=0','59-51=8',digit_to_digit,3,6,5,6,0,8,,,,,,,'5;9;-;6;1;=;0','5;9;-;5;1;=;8'
1909,'44-84=-110','44-84=-40',four_eleven,7,11,4,,,,,,,,,,'4;4;-;8;4;=;-;11;0','4;4;-;8;4;=;-;4;0'
1910,'45+51=-5','45-51=-6',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'4;5;+;5;1;=;-;5','4;5;-;5;1;=;-;6'
1911,'50+66=24','90-66=24',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;0;+;6;6;=;2;4','9;0;-;6;6;=;2;4'
1912,'85+78=162','85+78=163',within_digit,8,2,3,,,,,,,,,,'8;5;+;7;8;=;1;6;2','8;5;+;7;8;=;1;6;3'
1913,'34=36--2','34-36=-2',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;4;=;3;6;-;-;2','3;4;-;3;6;=;-;2'
1914,'91=40-51','91-40=51',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;1;=;4;0;-;5;1','9;1;-;4;0;=;5;1'
1915,'97+23=14','97-23=74',op_and_digit_balance,2,+,-,6,1,7,,,,,,,'9;7;+;2;3;=;1;4','9;7;-;2;3;=;7;4'
1916,'78-83=162','79+83=162',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'7;8;-;8;3;=;1;6;2','7;9;+;8;3;=;1;6;2'
1917,'98-18=117','98+19=117',op_and_digit_balance,4,8,9,2,-,+,,,,,,,'9;8;-;1;8;=;11;7','9;8;+;1;9;=;11;7'
1918,'59+54=117','53+64=117',digit_to_digit,1,9,3,3,5,6,,,,,,,'5;9;+;5;4;=;11;7','5;3;+;6;4;=;11;7'
1919,'72-95=107','12+95=107',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;2;-;9;5;=;1;0;7','1;2;+;9;5;=;1;0;7'
1920,'64-55=-2','54-56=-2',digit_to_digit,0,6,5,4,5,6,,,,,,,'6;4;-;5;5;=;-;2','5;4;-;5;6;=;-;2'
1921,'99+90=145','99+50=149',digit_to_digit,3,9,5,8,5,9,,,,,,,'9;9;+;9;0;=;1;4;5','9;9;+;5;0;=;1;4;9'
1922,'22+90=-58','22-90=-68',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'2;2;+;9;0;=;-;5;8','2;2;-;9;0;=;-;6;8'
1923,'88-43=132','89+43=132',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'8;8;-;4;3;=;1;3;2','8;9;+;4;3;=;1;3;2'
1924,'59+56=149','53+96=149',digit_to_digit,1,9,3,3,5,9,,,,,,,'5;9;+;5;6;=;1;4;9','5;3;+;9;6;=;1;4;9'
1925,'96=10-86','96-10=86',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;6;=;1;0;-;8;6','9;6;-;1;0;=;8;6'
1926,'14-44=-39','14-44=-30',within_digit,8,9,0,,,,,,,,,,'1;4;-;4;4;=;-;3;9','1;4;-;4;4;=;-;3;0'
1927,'72+37=199','72+37=109',within_digit,7,9,0,,,,,,,,,,'7;2;+;3;7;=;1;9;9','7;2;+;3;7;=;1;0;9'
1928,'20+93=43','20+93=113',four_eleven,6,4,11,,,,,,,,,,'2;0;+;9;3;=;4;3','2;0;+;9;3;=;11;3'
1929,'78-49=67','18+49=67',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;8;-;4;9;=;6;7','1;8;+;4;9;=;6;7'
1930,'15+58=17','75-58=17',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;5;+;5;8;=;1;7','7;5;-;5;8;=;1;7'
1931,'71+33=30','71-33=38',op_and_digit_balance,2,+,-,7,0,8,,,,,,,'7;1;+;3;3;=;3;0','7;1;-;3;3;=;3;8'
1932,'73-57=190','73+57=130',op_and_digit_balance,7,9,3,2,-,+,,,,,,,'7;3;-;5;7;=;1;9;0','7;3;+;5;7;=;1;3;0'
1933,'26-82=708','26+82=108',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'2;6;-;8;2;=;7;0;8','2;6;+;8;2;=;1;0;8'
1934,'42-14=-92','42-74=-32',digit_to_digit,7,9,3,3,1,7,,,,,,,'4;2;-;1;4;=;-;9;2','4;2;-;7;4;=;-;3;2'
1935,'78-21=100','79+21=100',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'7;8;-;2;1;=;1;0;0','7;9;+;2;1;=;1;0;0'
1936,'78-18=94','78+16=94',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'7;8;-;1;8;=;9;4','7;8;+;1;6;=;9;4'
1937,'73-59=-40','19-59=-40',digit_to_digit,0,7,1,1,3,9,,,,,,,'7;3;-;5;9;=;-;4;0','1;9;-;5;9;=;-;4;0'
1938,'17-92=-19','17-92=-75',digit_to_digit,8,9,5,7,1,7,,,,,,,'1;7;-;9;2;=;-;1;9','1;7;-;9;2;=;-;7;5'
1939,'23-80=-91','23-80=-57',digit_to_digit,7,9,5,8,1,7,,,,,,,'2;3;-;8;0;=;-;9;1','2;3;-;8;0;=;-;5;7'
1940,'30+98=76','38+38=76',digit_to_digit,3,9,3,1,0,8,,,,,,,'3;0;+;9;8;=;7;6','3;8;+;3;8;=;7;6'
1941,'81-92=-9','87-92=-5',digit_to_digit,7,9,5,1,1,7,,,,,,,'8;1;-;9;2;=;-;9','8;7;-;9;2;=;-;5'
1942,'10-38=40','10+30=40',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'1;0;-;3;8;=;4;0','1;0;+;3;0;=;4;0'
1943,'48+45=39','48+45=93',digit_to_digit,7,9,3,6,3,9,,,,,,,'4;8;+;4;5;=;3;9','4;8;+;4;5;=;9;3'
1944,'77+57=1311','77+57=134',four_eleven,8,11,4,,,,,,,,,,'7;7;+;5;7;=;1;3;11','7;7;+;5;7;=;1;3;4'
1945,'98+12=100','96+12=108',within_digit,1,8,6,8,0,8,,,,,,,'9;8;+;1;2;=;1;0;0','9;6;+;1;2;=;1;0;8'
1946,'56+18=30','56-18=38',op_and_digit_balance,2,+,-,7,0,8,,,,,,,'5;6;+;1;8;=;3;0','5;6;-;1;8;=;3;8'
1947,'58+92=-24','68-92=-24',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;8;+;9;2;=;-;2;4','6;8;-;9;2;=;-;2;4'
1948,'54+73=137','54+73=127',within_digit,7,3,2,,,,,,,,,,'5;4;+;7;3;=;1;3;7','5;4;+;7;3;=;1;2;7'
1949,'18+19=89','10+79=89',digit_to_digit,1,8,0,3,1,7,,,,,,,'1;8;+;1;9;=;8;9','1;0;+;7;9;=;8;9'
1950,'56=96--40','56-96=-40',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;6;=;9;6;-;-;4;0','5;6;-;9;6;=;-;4;0'
1951,'17+88=91','17+80=97',digit_to_digit,4,8,0,7,1,7,,,,,,,'1;7;+;8;8;=;9;1','1;7;+;8;0;=;9;7'
1952,'36-80=118','36+80=116',op_and_digit_balance,7,8,6,2,-,+,,,,,,,'3;6;-;8;0;=;11;8','3;6;+;8;0;=;11;6'
1953,'28+40=-20','28-48=-20',op_and_digit_balance,2,+,-,4,0,8,,,,,,,'2;8;+;4;0;=;-;2;0','2;8;-;4;8;=;-;2;0'
1954,'61+98=119','81+38=119',digit_to_digit,3,9,3,0,6,8,,,,,,,'6;1;+;9;8;=;11;9','8;1;+;3;8;=;11;9'
1955,'12+18=-66','12-78=-66',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'1;2;+;1;8;=;-;6;6','1;2;-;7;8;=;-;6;6'
1956,'58+85=181','96+85=181',digit_to_digit,1,8,6,0,5,9,,,,,,,'5;8;+;8;5;=;1;8;1','9;6;+;8;5;=;1;8;1'
1957,'11+16=37','11+16=27',within_digit,5,3,2,,,,,,,,,,'11;+;1;6;=;3;7','11;+;1;6;=;2;7'
1958,'31+12=113','31+12=43',four_eleven,6,11,4,,,,,,,,,,'3;1;+;1;2;=;11;3','3;1;+;1;2;=;4;3'
1959,'58-50=-40','50-90=-40',digit_to_digit,1,8,0,3,5,9,,,,,,,'5;8;-;5;0;=;-;4;0','5;0;-;9;0;=;-;4;0'
1960,'72+24=46','72-24=48',op_and_digit_balance,2,+,-,7,6,8,,,,,,,'7;2;+;2;4;=;4;6','7;2;-;2;4;=;4;8'
1961,'97-18=116','97+19=116',op_and_digit_balance,4,8,9,2,-,+,,,,,,,'9;7;-;1;8;=;11;6','9;7;+;1;9;=;11;6'
1962,'82-57=739','82+57=139',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;2;-;5;7;=;7;3;9','8;2;+;5;7;=;1;3;9'
1963,'85+98=-12','86-98=-12',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'8;5;+;9;8;=;-;1;2','8;6;-;9;8;=;-;1;2'
1964,'59+36=21','59-38=21',op_and_digit_balance,2,+,-,4,6,8,,,,,,,'5;9;+;3;6;=;2;1','5;9;-;3;8;=;2;1'
1965,'47+99=745','47+99=146',digit_to_digit,6,7,1,8,5,6,,,,,,,'4;7;+;9;9;=;7;4;5','4;7;+;9;9;=;1;4;6'
1966,'67-69=736','67+69=136',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'6;7;-;6;9;=;7;3;6','6;7;+;6;9;=;1;3;6'
1967,'52-81=-28','53-81=-28',within_digit,1,2,3,,,,,,,,,,'5;2;-;8;1;=;-;2;8','5;3;-;8;1;=;-;2;8'
1968,'45+39=82','49+33=82',digit_to_digit,4,9,3,1,5,9,,,,,,,'4;5;+;3;9;=;8;2','4;9;+;3;3;=;8;2'
1969,'16+29=47','76-29=47',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;6;+;2;9;=;4;7','7;6;-;2;9;=;4;7'
1970,'35+64=-25','35-64=-29',op_and_digit_balance,2,+,-,8,5,9,,,,,,,'3;5;+;6;4;=;-;2;5','3;5;-;6;4;=;-;2;9'
1971,'54+14=-20','54-74=-20',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'5;4;+;1;4;=;-;2;0','5;4;-;7;4;=;-;2;0'
1972,'59+35=23','59-36=23',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'5;9;+;3;5;=;2;3','5;9;-;3;6;=;2;3'
1973,'61+32=83','61+22=83',within_digit,3,3,2,,,,,,,,,,'6;1;+;3;2;=;8;3','6;1;+;2;2;=;8;3'
1974,'43-54=-27','43-64=-21',digit_to_digit,8,7,1,3,5,6,,,,,,,'4;3;-;5;4;=;-;2;7','4;3;-;6;4;=;-;2;1'
1975,'65-51=75','66-51=15',digit_to_digit,6,7,1,1,5,6,,,,,,,'6;5;-;5;1;=;7;5','6;6;-;5;1;=;1;5'
1976,'62-58=118','62+56=118',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'6;2;-;5;8;=;11;8','6;2;+;5;6;=;11;8'
1977,'23+33=-4','29-33=-4',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'2;3;+;3;3;=;-;4','2;9;-;3;3;=;-;4'
1978,'44+35=5','44-39=5',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'4;4;+;3;5;=;5','4;4;-;3;9;=;5'
1979,'52=78--26','52-78=-26',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;2;=;7;8;-;-;2;6','5;2;-;7;8;=;-;2;6'
1980,'42-96=5','42-36=6',digit_to_digit,3,9,3,6,5,6,,,,,,,'4;2;-;9;6;=;5','4;2;-;3;6;=;6'
1981,'14-77=31','14+17=31',op_and_digit_balance,3,7,1,2,-,+,,,,,,,'1;4;-;7;7;=;3;1','1;4;+;1;7;=;3;1'
1982,'18-23=56','78-23=55',digit_to_digit,7,6,5,0,1,7,,,,,,,'1;8;-;2;3;=;5;6','7;8;-;2;3;=;5;5'
1983,'79+65=142','73+69=142',digit_to_digit,1,9,3,4,5,9,,,,,,,'7;9;+;6;5;=;1;4;2','7;3;+;6;9;=;1;4;2'
1984,'57+15=106','91+15=106',digit_to_digit,1,7,1,0,5,9,,,,,,,'5;7;+;1;5;=;1;0;6','9;1;+;1;5;=;1;0;6'
1985,'80-23=109','80+23=103',op_and_digit_balance,8,9,3,2,-,+,,,,,,,'8;0;-;2;3;=;1;0;9','8;0;+;2;3;=;1;0;3'
1986,'89-35=46','85-39=46',digit_to_digit,1,9,5,4,5,9,,,,,,,'8;9;-;3;5;=;4;6','8;5;-;3;9;=;4;6'
1987,'17+54=731','77+54=131',digit_to_digit,6,7,1,0,1,7,,,,,,,'1;7;+;5;4;=;7;3;1','7;7;+;5;4;=;1;3;1'
1988,'55+49=7','56-49=7',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'5;5;+;4;9;=;7','5;6;-;4;9;=;7'
1989,'65-29=96','85-29=56',digit_to_digit,6,9,5,0,6,8,,,,,,,'6;5;-;2;9;=;9;6','8;5;-;2;9;=;5;6'
1990,'12-89=111','12+99=111',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'1;2;-;8;9;=;1;11','1;2;+;9;9;=;1;11'
1991,'96+79=173','98+75=173',digit_to_digit,4,9,5,1,6,8,,,,,,,'9;6;+;7;9;=;1;7;3','9;8;+;7;5;=;1;7;3'
1992,'52+89=-27','62-89=-27',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;2;+;8;9;=;-;2;7','6;2;-;8;9;=;-;2;7'
1993,'95=18-77','95-18=77',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;5;=;1;8;-;7;7','9;5;-;1;8;=;7;7'
1994,'23=42--19','23-42=-19',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;3;=;4;2;-;-;1;9','2;3;-;4;2;=;-;1;9'
1995,'61+87=-20','67-87=-20',op_and_digit_balance,2,+,-,1,1,7,,,,,,,'6;1;+;8;7;=;-;2;0','6;7;-;8;7;=;-;2;0'
1996,'39=33-6','39-33=6',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;9;=;3;3;-;6','3;9;-;3;3;=;6'
1997,'54-19=67','54+13=67',op_and_digit_balance,4,9,3,2,-,+,,,,,,,'5;4;-;1;9;=;6;7','5;4;+;1;3;=;6;7'
1998,'55+49=101','56+45=101',digit_to_digit,4,9,5,1,5,6,,,,,,,'5;5;+;4;9;=;1;0;1','5;6;+;4;5;=;1;0;1'
1999,'63-67=-34','53-87=-34',digit_to_digit,0,6,5,3,6,8,,,,,,,'6;3;-;6;7;=;-;3;4','5;3;-;8;7;=;-;3;4'
2000,'22-92=54','22+32=54',op_and_digit_balance,3,9,3,2,-,+,,,,,,,'2;2;-;9;2;=;5;4','2;2;+;3;2;=;5;4'
2001,'21+13=-52','21-73=-52',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'2;1;+;1;3;=;-;5;2','2;1;-;7;3;=;-;5;2'
2002,'28-20=49','29+20=49',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'2;8;-;2;0;=;4;9','2;9;+;2;0;=;4;9'
2003,'32-24=9','33-24=9',within_digit,1,2,3,,,,,,,,,,'3;2;-;2;4;=;9','3;3;-;2;4;=;9'
2004,'19=42--23','19-42=-23',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;9;=;4;2;-;-;2;3','1;9;-;4;2;=;-;2;3'
2005,'56+29=37','66-29=37',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;6;+;2;9;=;3;7','6;6;-;2;9;=;3;7'
2006,'64-76=148','64+76=140',op_and_digit_balance,8,8,0,2,-,+,,,,,,,'6;4;-;7;6;=;1;4;8','6;4;+;7;6;=;1;4;0'
2007,'92+33=55','92-33=59',op_and_digit_balance,2,+,-,7,5,9,,,,,,,'9;2;+;3;3;=;5;5','9;2;-;3;3;=;5;9'
2008,'99=35-64','99-35=64',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;9;=;3;5;-;6;4','9;9;-;3;5;=;6;4'
2009,'32+85=-57','32-89=-57',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'3;2;+;8;5;=;-;5;7','3;2;-;8;9;=;-;5;7'
2010,'43-17=80','43+17=60',op_and_digit_balance,6,8,6,2,-,+,,,,,,,'4;3;-;1;7;=;8;0','4;3;+;1;7;=;6;0'
2011,'25+66=99','29+66=95',digit_to_digit,7,9,5,1,5,9,,,,,,,'2;5;+;6;6;=;9;9','2;9;+;6;6;=;9;5'
2012,'74-15=93','74-15=59',digit_to_digit,6,9,5,7,3,9,,,,,,,'7;4;-;1;5;=;9;3','7;4;-;1;5;=;5;9'
2013,'59-69=122','53+69=122',op_and_digit_balance,1,9,3,2,-,+,,,,,,,'5;9;-;6;9;=;1;2;2','5;3;+;6;9;=;1;2;2'
2014,'65=53-12','65-53=12',swap_-_and_=,2,=,-,5,-,=,,,,,,,'6;5;=;5;3;-;1;2','6;5;-;5;3;=;1;2'
