Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
464,4+4=15,4+11=15,splitmerge_4_11,2,4,11,,,,,,,,,,'4;+;4;=;1;5','4;+;11;=;1;5'
465,8-6=8,8-0=8,within_glyph,2,6,0,,,,,,,,,,'8;-;6;=;8','8;-;0;=;8'
466,5+9=12,3+9=12,within_glyph,0,5,3,,,,,,,,,,'5;+;9;=;1;2','3;+;9;=;1;2'
467,11+0=20,11+9=20,within_glyph,2,0,9,,,,,,,,,,'11;+;0;=;2;0','11;+;9;=;2;0'
468,1+8=0,1+8=9,within_glyph,4,0,9,,,,,,,,,,'1;+;8;=;0','1;+;8;=;9'
469,1+4=3,1+4=5,within_glyph,4,3,5,,,,,,,,,,'1;+;4;=;3','1;+;4;=;5'
470,9-6=9,9-0=9,within_glyph,2,6,0,,,,,,,,,,'9;-;6;=;9','9;-;0;=;9'
471,3+4=19,9+4=13,one_move_same_segment,5,9,3,0,3,9,,,,,,,'3;+;4;=;1;9','9;+;4;=;1;3'
472,0+3=5,0+5=5,within_glyph,2,3,5,,,,,,,,,,'0;+;3;=;5','0;+;5;=;5'
473,11=4-7,11-4=7,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;4;-;7','11;-;4;=;7'
474,5-2=5,5-2=3,within_glyph,4,5,3,,,,,,,,,,'5;-;2;=;5','5;-;2;=;3'
475,4+5=0,4+5=9,within_glyph,4,0,9,,,,,,,,,,'4;+;5;=;0','4;+;5;=;9'
476,6+4=17,6+11=17,splitmerge_4_11,2,4,11,,,,,,,,,,'6;+;4;=;1;7','6;+;11;=;1;7'
477,0+3=2,0+2=2,within_glyph,2,3,2,,,,,,,,,,'0;+;3;=;2','0;+;2;=;2'
478,0-3=6,9-3=6,within_glyph,0,0,9,,,,,,,,,,'0;-;3;=;6','9;-;3;=;6'
479,0+1=10,9+1=10,within_glyph,0,0,9,,,,,,,,,,'0;+;1;=;1;0','9;+;1;=;1;0'
480,9+3=13,9+3=12,within_glyph,5,3,2,,,,,,,,,,'9;+;3;=;1;3','9;+;3;=;1;2'
481,4+0=10,4+6=10,within_glyph,2,0,6,,,,,,,,,,'4;+;0;=;1;0','4;+;6;=;1;0'
482,9+11=17,6+11=17,within_glyph,0,9,6,,,,,,,,,,'9;+;11;=;1;7','6;+;11;=;1;7'
483,2=0-2,2-0=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'2;=;0;-;2','2;-;0;=;2'
484,2+11=15,2+11=13,within_glyph,5,5,3,,,,,,,,,,'2;+;11;=;1;5','2;+;11;=;1;3'
485,9-11=5,9-4=5,splitmerge_4_11,2,11,4,,,,,,,,,,'9;-;11;=;5','9;-;4;=;5'
486,11=1-10,11-1=10,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;1;-;1;0','11;-;1;=;1;0'
487,9+11=30,9+11=20,within_glyph,4,3,2,,,,,,,,,,'9;+;11;=;3;0','9;+;11;=;2;0'
488,9+7=19,9+7=16,within_glyph,5,9,6,,,,,,,,,,'9;+;7;=;1;9','9;+;7;=;1;6'
489,1+6=10,1+9=10,within_glyph,2,6,9,,,,,,,,,,'1;+;6;=;1;0','1;+;9;=;1;0'
490,5-3=0,3-3=0,within_glyph,0,5,3,,,,,,,,,,'5;-;3;=;0','3;-;3;=;0'
491,6-3=4,6-2=4,within_glyph,2,3,2,,,,,,,,,,'6;-;3;=;4','6;-;2;=;4'
492,8+9=14,8+6=14,within_glyph,2,9,6,,,,,,,,,,'8;+;9;=;1;4','8;+;6;=;1;4'
493,9+2=2,0+2=2,within_glyph,0,9,0,,,,,,,,,,'9;+;2;=;2','0;+;2;=;2'
494,9+5=5,0+5=5,within_glyph,0,9,0,,,,,,,,,,'9;+;5;=;5','0;+;5;=;5'
495,4+9=20,11+9=20,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;9;=;2;0','11;+;9;=;2;0'
496,6+6=15,9+6=15,within_glyph,0,6,9,,,,,,,,,,'6;+;6;=;1;5','9;+;6;=;1;5'
497,6+9=13,5+8=13,one_move_same_segment,0,6,5,2,9,8,,,,,,,'6;+;9;=;1;3','5;+;8;=;1;3'
498,7+8=13,7+8=15,within_glyph,5,3,5,,,,,,,,,,'7;+;8;=;1;3','7;+;8;=;1;5'
499,7+9=19,7+9=16,within_glyph,5,9,6,,,,,,,,,,'7;+;9;=;1;9','7;+;9;=;1;6'
500,5=3-2,5-3=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'5;=;3;-;2','5;-;3;=;2'
501,6=3+5,6=3+3,within_glyph,4,5,3,,,,,,,,,,'6;=;3;+;5','6;=;3;+;3'
502,8-2=0,8-2=6,within_glyph,4,0,6,,,,,,,,,,'8;-;2;=;0','8;-;2;=;6'
503,9+3=3,0+3=3,within_glyph,0,9,0,,,,,,,,,,'9;+;3;=;3','0;+;3;=;3'
504,9+0=6,9+0=9,within_glyph,4,6,9,,,,,,,,,,'9;+;0;=;6','9;+;0;=;9'
505,11=6-5,11-6=5,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;6;-;5','11;-;6;=;5'
506,11+0=4,4+0=4,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;0;=;4','4;+;0;=;4'
507,2+0=18,2+8=10,one_move_same_segment,5,8,0,2,0,8,,,,,,,'2;+;0;=;1;8','2;+;8;=;1;0'
508,7-1=0,7-1=6,within_glyph,4,0,6,,,,,,,,,,'7;-;1;=;0','7;-;1;=;6'
509,4-8=3,11-8=3,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;8;=;3','11;-;8;=;3'
510,4-1=5,4-1=3,within_glyph,4,5,3,,,,,,,,,,'4;-;1;=;5','4;-;1;=;3'
511,5-2=2,5-2=3,within_glyph,4,2,3,,,,,,,,,,'5;-;2;=;2','5;-;2;=;3'
512,11+6=20,11+9=20,within_glyph,2,6,9,,,,,,,,,,'11;+;6;=;2;0','11;+;9;=;2;0'
513,3=9-0,3=9-6,within_glyph,4,0,6,,,,,,,,,,'3;=;9;-;0','3;=;9;-;6'
514,8+8=0,8+0=8,one_move_same_segment,2,8,0,4,0,8,,,,,,,'8;+;8;=;0','8;+;0;=;8'
515,8-3=3,8-3=5,within_glyph,4,3,5,,,,,,,,,,'8;-;3;=;3','8;-;3;=;5'
516,3-6=9,9-6=3,one_move_same_segment,4,9,3,0,3,9,,,,,,,'3;-;6;=;9','9;-;6;=;3'
517,9-7=3,9-7=2,within_glyph,4,3,2,,,,,,,,,,'9;-;7;=;3','9;-;7;=;2'
518,11+9=29,11+9=20,within_glyph,5,9,0,,,,,,,,,,'11;+;9;=;2;9','11;+;9;=;2;0'
519,6+5=14,9+5=14,within_glyph,0,6,9,,,,,,,,,,'6;+;5;=;1;4','9;+;5;=;1;4'
520,6+9=3,6+3=9,one_move_same_segment,2,9,3,4,3,9,,,,,,,'6;+;9;=;3','6;+;3;=;9'
521,11+9=30,11+9=20,within_glyph,4,3,2,,,,,,,,,,'11;+;9;=;3;0','11;+;9;=;2;0'
522,7+3=19,7+3=10,within_glyph,5,9,0,,,,,,,,,,'7;+;3;=;1;9','7;+;3;=;1;0'
523,1+4=12,1+11=12,splitmerge_4_11,2,4,11,,,,,,,,,,'1;+;4;=;1;2','1;+;11;=;1;2'
524,8=8+9,8=8+0,within_glyph,4,9,0,,,,,,,,,,'8;=;8;+;9','8;=;8;+;0'
525,1+8=75,7+8=15,one_move_same_segment,4,7,1,0,1,7,,,,,,,'1;+;8;=;7;5','7;+;8;=;1;5'
526,9-6=2,9-6=3,within_glyph,4,2,3,,,,,,,,,,'9;-;6;=;2','9;-;6;=;3'
527,8+8=19,8+8=16,within_glyph,5,9,6,,,,,,,,,,'8;+;8;=;1;9','8;+;8;=;1;6'
528,6=1-1,0=1-1,within_glyph,0,6,0,,,,,,,,,,'6;=;1;-;1','0;=;1;-;1'
529,3+8=10,2+8=10,within_glyph,0,3,2,,,,,,,,,,'3;+;8;=;1;0','2;+;8;=;1;0'
530,1+9=76,7+9=16,one_move_same_segment,4,7,1,0,1,7,,,,,,,'1;+;9;=;7;6','7;+;9;=;1;6'
531,4+7=4,4+7=11,splitmerge_4_11,4,4,11,,,,,,,,,,'4;+;7;=;4','4;+;7;=;11'
532,8=6-2,8-6=2,one_move_same_segment,1,=,-,3,-,=,,,,,,,'8;=;6;-;2','8;-;6;=;2'
533,6=3-3,6-3=3,one_move_same_segment,1,=,-,3,-,=,,,,,,,'6;=;3;-;3','6;-;3;=;3'
534,9+6=9,9+0=9,within_glyph,2,6,0,,,,,,,,,,'9;+;6;=;9','9;+;0;=;9'
535,7+3=9,7+2=9,within_glyph,2,3,2,,,,,,,,,,'7;+;3;=;9','7;+;2;=;9'
536,1+3=11,1+3=4,splitmerge_4_11,4,11,4,,,,,,,,,,'1;+;3;=;11','1;+;3;=;4'
537,1+9=8,1+8=9,one_move_same_segment,4,8,9,2,9,8,,,,,,,'1;+;9;=;8','1;+;8;=;9'
538,5+8=15,9+6=15,one_move_same_segment,2,8,6,0,5,9,,,,,,,'5;+;8;=;1;5','9;+;6;=;1;5'
539,8+0=17,8+9=17,within_glyph,2,0,9,,,,,,,,,,'8;+;0;=;1;7','8;+;9;=;1;7'
540,0-9=0,0-0=0,within_glyph,2,9,0,,,,,,,,,,'0;-;9;=;0','0;-;0;=;0'
541,9+5=12,9+3=12,within_glyph,2,5,3,,,,,,,,,,'9;+;5;=;1;2','9;+;3;=;1;2'
542,5+0=3,5+0=5,within_glyph,4,3,5,,,,,,,,,,'5;+;0;=;3','5;+;0;=;5'
543,5+0=3,3+0=3,within_glyph,0,5,3,,,,,,,,,,'5;+;0;=;3','3;+;0;=;3'
544,8-9=2,8-6=2,within_glyph,2,9,6,,,,,,,,,,'8;-;9;=;2','8;-;6;=;2'
545,6-2=11,6-2=4,splitmerge_4_11,4,11,4,,,,,,,,,,'6;-;2;=;11','6;-;2;=;4'
546,8+1=6,8+1=9,within_glyph,4,6,9,,,,,,,,,,'8;+;1;=;6','8;+;1;=;9'
547,6-2=8,8-2=6,one_move_same_segment,4,8,6,0,6,8,,,,,,,'6;-;2;=;8','8;-;2;=;6'
548,2=3-0,3=3-0,within_glyph,0,2,3,,,,,,,,,,'2;=;3;-;0','3;=;3;-;0'
549,6+6=13,6+6=12,within_glyph,5,3,2,,,,,,,,,,'6;+;6;=;1;3','6;+;6;=;1;2'
550,1+8=6,1+8=9,within_glyph,4,6,9,,,,,,,,,,'1;+;8;=;6','1;+;8;=;9'
551,9-0=6,9-0=9,within_glyph,4,6,9,,,,,,,,,,'9;-;0;=;6','9;-;0;=;9'
552,5+9=16,6+9=15,one_move_same_segment,5,6,5,0,5,6,,,,,,,'5;+;9;=;1;6','6;+;9;=;1;5'
553,11+2=14,11+3=14,within_glyph,2,2,3,,,,,,,,,,'11;+;2;=;1;4','11;+;3;=;1;4'
554,6-9=6,6-0=6,within_glyph,2,9,0,,,,,,,,,,'6;-;9;=;6','6;-;0;=;6'
555,6+1=10,9+1=10,within_glyph,0,6,9,,,,,,,,,,'6;+;1;=;1;0','9;+;1;=;1;0'
556,5-11=1,5-4=1,splitmerge_4_11,2,11,4,,,,,,,,,,'5;-;11;=;1','5;-;4;=;1'
557,1+7=74,7+7=14,one_move_same_segment,4,7,1,0,1,7,,,,,,,'1;+;7;=;7;4','7;+;7;=;1;4'
558,8+2=11,8+3=11,within_glyph,2,2,3,,,,,,,,,,'8;+;2;=;11','8;+;3;=;11'
559,4-4=7,11-4=7,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;4;=;7','11;-;4;=;7'
560,11+3=16,11+5=16,within_glyph,2,3,5,,,,,,,,,,'11;+;3;=;1;6','11;+;5;=;1;6'
561,5=1-4,5-1=4,one_move_same_segment,1,=,-,3,-,=,,,,,,,'5;=;1;-;4','5;-;1;=;4'
562,3+7=19,3+7=10,within_glyph,5,9,0,,,,,,,,,,'3;+;7;=;1;9','3;+;7;=;1;0'
563,2-2=9,2-2=0,within_glyph,4,9,0,,,,,,,,,,'2;-;2;=;9','2;-;2;=;0'
564,5-8=3,9-6=3,one_move_same_segment,2,8,6,0,5,9,,,,,,,'5;-;8;=;3','9;-;6;=;3'
565,12=6+9,12=6+6,within_glyph,5,9,6,,,,,,,,,,'1;2;=;6;+;9','1;2;=;6;+;6'
566,0+2=18,8+2=10,one_move_same_segment,5,8,0,0,0,8,,,,,,,'0;+;2;=;1;8','8;+;2;=;1;0'
567,11+8=10,11+8=19,within_glyph,5,0,9,,,,,,,,,,'11;+;8;=;1;0','11;+;8;=;1;9'
568,2+4=9,2+4=6,within_glyph,4,9,6,,,,,,,,,,'2;+;4;=;9','2;+;4;=;6'
569,6+0=12,6+6=12,within_glyph,2,0,6,,,,,,,,,,'6;+;0;=;1;2','6;+;6;=;1;2'
570,3=2-1,3-2=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'3;=;2;-;1','3;-;2;=;1'
571,5+4=7,3+4=7,within_glyph,0,5,3,,,,,,,,,,'5;+;4;=;7','3;+;4;=;7'
572,4+5=6,4+5=9,within_glyph,4,6,9,,,,,,,,,,'4;+;5;=;6','4;+;5;=;9'
573,2+2=11,2+2=4,splitmerge_4_11,4,11,4,,,,,,,,,,'2;+;2;=;11','2;+;2;=;4'
574,2+4=13,2+11=13,splitmerge_4_11,2,4,11,,,,,,,,,,'2;+;4;=;1;3','2;+;11;=;1;3'
575,11-1=19,11-1=10,within_glyph,5,9,0,,,,,,,,,,'11;-;1;=;1;9','11;-;1;=;1;0'
576,2=11-6,2=11-9,within_glyph,4,6,9,,,,,,,,,,'2;=;11;-;6','2;=;11;-;9'
577,9+11=29,9+11=20,within_glyph,5,9,0,,,,,,,,,,'9;+;11;=;2;9','9;+;11;=;2;0'
578,6+6=15,6+9=15,within_glyph,2,6,9,,,,,,,,,,'6;+;6;=;1;5','6;+;9;=;1;5'
579,11+5=9,4+5=9,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;5;=;9','4;+;5;=;9'
580,11+3=13,11+2=13,within_glyph,2,3,2,,,,,,,,,,'11;+;3;=;1;3','11;+;2;=;1;3'
581,8+11=16,8+11=19,within_glyph,5,6,9,,,,,,,,,,'8;+;11;=;1;6','8;+;11;=;1;9'
582,15=11+11,15=11+4,splitmerge_4_11,5,11,4,,,,,,,,,,'1;5;=;11;+;11','1;5;=;11;+;4'
583,8+5=15,6+9=15,one_move_same_segment,0,8,6,2,5,9,,,,,,,'8;+;5;=;1;5','6;+;9;=;1;5'
584,4-6=5,11-6=5,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;6;=;5','11;-;6;=;5'
585,6+7=19,8+7=15,one_move_same_segment,5,9,5,0,6,8,,,,,,,'6;+;7;=;1;9','8;+;7;=;1;5'
586,6+3=12,9+3=12,within_glyph,0,6,9,,,,,,,,,,'6;+;3;=;1;2','9;+;3;=;1;2'
587,11+5=14,11+3=14,within_glyph,2,5,3,,,,,,,,,,'11;+;5;=;1;4','11;+;3;=;1;4'
588,9+11=26,9+11=20,within_glyph,5,6,0,,,,,,,,,,'9;+;11;=;2;6','9;+;11;=;2;0'
589,9+1=16,9+1=10,within_glyph,5,6,0,,,,,,,,,,'9;+;1;=;1;6','9;+;1;=;1;0'
590,4+5=7,4+3=7,within_glyph,2,5,3,,,,,,,,,,'4;+;5;=;7','4;+;3;=;7'
591,11-0=2,11-9=2,within_glyph,2,0,9,,,,,,,,,,'11;-;0;=;2','11;-;9;=;2'
592,3+1=11,3+1=4,splitmerge_4_11,4,11,4,,,,,,,,,,'3;+;1;=;11','3;+;1;=;4'
593,6+4=13,9+4=13,within_glyph,0,6,9,,,,,,,,,,'6;+;4;=;1;3','9;+;4;=;1;3'
594,4+11=13,4+11=15,within_glyph,5,3,5,,,,,,,,,,'4;+;11;=;1;3','4;+;11;=;1;5'
595,5-5=6,5-5=0,within_glyph,4,6,0,,,,,,,,,,'5;-;5;=;6','5;-;5;=;0'
596,1+3=3,1+2=3,within_glyph,2,3,2,,,,,,,,,,'1;+;3;=;3','1;+;2;=;3'
597,2=7-4,3=7-4,within_glyph,0,2,3,,,,,,,,,,'2;=;7;-;4','3;=;7;-;4'
598,0-8=1,9-8=1,within_glyph,0,0,9,,,,,,,,,,'0;-;8;=;1','9;-;8;=;1'
599,0+6=12,6+6=12,within_glyph,0,0,6,,,,,,,,,,'0;+;6;=;1;2','6;+;6;=;1;2'
600,4-1=2,4-1=3,within_glyph,4,2,3,,,,,,,,,,'4;-;1;=;2','4;-;1;=;3'
601,7+9=7,7+0=7,within_glyph,2,9,0,,,,,,,,,,'7;+;9;=;7','7;+;0;=;7'
602,9+6=13,9+6=15,within_glyph,5,3,5,,,,,,,,,,'9;+;6;=;1;3','9;+;6;=;1;5'
603,9-9=9,9-0=9,within_glyph,2,9,0,,,,,,,,,,'9;-;9;=;9','9;-;0;=;9'
604,7-2=3,7-2=5,within_glyph,4,3,5,,,,,,,,,,'7;-;2;=;3','7;-;2;=;5'
605,11+6=10,4+6=10,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;6;=;1;0','4;+;6;=;1;0'
606,11+0=4,11+0=11,splitmerge_4_11,4,4,11,,,,,,,,,,'11;+;0;=;4','11;+;0;=;11'
607,7=6-1,7-6=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'7;=;6;-;1','7;-;6;=;1'
608,2-0=3,3-0=3,within_glyph,0,2,3,,,,,,,,,,'2;-;0;=;3','3;-;0;=;3'
609,8+1=0,8+1=9,within_glyph,4,0,9,,,,,,,,,,'8;+;1;=;0','8;+;1;=;9'
610,14=0+8,14=6+8,within_glyph,3,0,6,,,,,,,,,,'1;4;=;0;+;8','1;4;=;6;+;8'
611,3+2=6,3+3=6,within_glyph,2,2,3,,,,,,,,,,'3;+;2;=;6','3;+;3;=;6'
612,11-1=3,4-1=3,splitmerge_4_11,0,11,4,,,,,,,,,,'11;-;1;=;3','4;-;1;=;3'
613,11-2=2,4-2=2,splitmerge_4_11,0,11,4,,,,,,,,,,'11;-;2;=;2','4;-;2;=;2'
614,4+7=18,11+7=18,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;7;=;1;8','11;+;7;=;1;8'
615,9-3=0,9-3=6,within_glyph,4,0,6,,,,,,,,,,'9;-;3;=;0','9;-;3;=;6'
616,3+3=8,5+3=8,within_glyph,0,3,5,,,,,,,,,,'3;+;3;=;8','5;+;3;=;8'
617,5+8=15,6+9=15,one_move_same_segment,2,8,9,0,5,6,,,,,,,'5;+;8;=;1;5','6;+;9;=;1;5'
618,11-11=9,11-11=0,within_glyph,4,9,0,,,,,,,,,,'11;-;11;=;9','11;-;11;=;0'
619,8-8=6,8-8=0,within_glyph,4,6,0,,,,,,,,,,'8;-;8;=;6','8;-;8;=;0'
620,4+1=12,11+1=12,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;1;=;1;2','11;+;1;=;1;2'
621,6+7=12,6+7=13,within_glyph,5,2,3,,,,,,,,,,'6;+;7;=;1;2','6;+;7;=;1;3'
622,9=6-3,9-6=3,one_move_same_segment,1,=,-,3,-,=,,,,,,,'9;=;6;-;3','9;-;6;=;3'
623,9-3=7,9-2=7,within_glyph,2,3,2,,,,,,,,,,'9;-;3;=;7','9;-;2;=;7'
624,9+5=16,9+6=15,one_move_same_segment,5,6,5,2,5,6,,,,,,,'9;+;5;=;1;6','9;+;6;=;1;5'
625,0+1=7,6+1=7,within_glyph,0,0,6,,,,,,,,,,'0;+;1;=;7','6;+;1;=;7'
626,4-7=4,11-7=4,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;7;=;4','11;-;7;=;4'
627,6+3=6,6+3=9,within_glyph,4,6,9,,,,,,,,,,'6;+;3;=;6','6;+;3;=;9'
628,8+6=18,8+8=16,one_move_same_segment,5,8,6,2,6,8,,,,,,,'8;+;6;=;1;8','8;+;8;=;1;6'
629,9=0+6,9=0+9,within_glyph,4,6,9,,,,,,,,,,'9;=;0;+;6','9;=;0;+;9'
630,7-3=2,7-5=2,within_glyph,2,3,5,,,,,,,,,,'7;-;3;=;2','7;-;5;=;2'
631,6+9=18,9+9=18,within_glyph,0,6,9,,,,,,,,,,'6;+;9;=;1;8','9;+;9;=;1;8'
632,5+6=14,5+9=14,within_glyph,2,6,9,,,,,,,,,,'5;+;6;=;1;4','5;+;9;=;1;4'
633,2+0=3,2+0=2,within_glyph,4,3,2,,,,,,,,,,'2;+;0;=;3','2;+;0;=;2'
634,6+71=11,6+11=17,one_move_same_segment,2,7,1,3,1,7,4,=,1,5,11,7,6;+;7;1;=;1;1',6;+;1;1;=;1;7'
635,6+7=16,9+7=16,within_glyph,0,6,9,,,,,,,,,,'6;+;7;=;1;6','9;+;7;=;1;6'
636,0-6=3,9-6=3,within_glyph,0,0,9,,,,,,,,,,'0;-;6;=;3','9;-;6;=;3'
637,71+6=11,11+6=17,one_move_same_segment,0,7,1,1,1,7,2,+,6,3,6,=,7;1;+;6;=;1;1',1;1;+;6;=;1;7'
638,9+11=11,0+11=11,within_glyph,0,9,0,,,,,,,,,,'9;+;11;=;11','0;+;11;=;11'
639,9+2=8,6+2=8,within_glyph,0,9,6,,,,,,,,,,'9;+;2;=;8','6;+;2;=;8'
640,3+5=10,5+5=10,within_glyph,0,3,5,,,,,,,,,,'3;+;5;=;1;0','5;+;5;=;1;0'
641,8+5=15,8+5=13,within_glyph,5,5,3,,,,,,,,,,'8;+;5;=;1;5','8;+;5;=;1;3'
642,4+2=9,4+2=6,within_glyph,4,9,6,,,,,,,,,,'4;+;2;=;9','4;+;2;=;6'
643,3-2=0,3-3=0,within_glyph,2,2,3,,,,,,,,,,'3;-;2;=;0','3;-;3;=;0'
644,11+7=11,4+7=11,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;7;=;11','4;+;7;=;11'
645,7+2=6,7+2=9,within_glyph,4,6,9,,,,,,,,,,'7;+;2;=;6','7;+;2;=;9'
646,11-3=1,4-3=1,splitmerge_4_11,0,11,4,,,,,,,,,,'11;-;3;=;1','4;-;3;=;1'
647,9-4=2,6-4=2,within_glyph,0,9,6,,,,,,,,,,'9;-;4;=;2','6;-;4;=;2'
648,11=5+9,11=5+6,within_glyph,4,9,6,,,,,,,,,,'11;=;5;+;9','11;=;5;+;6'
649,1+0=7,1+6=7,within_glyph,2,0,6,,,,,,,,,,'1;+;0;=;7','1;+;6;=;7'
650,0+6=0,0+6=6,within_glyph,4,0,6,,,,,,,,,,'0;+;6;=;0','0;+;6;=;6'
651,5=2-3,5-2=3,one_move_same_segment,1,=,-,3,-,=,,,,,,,'5;=;2;-;3','5;-;2;=;3'
652,4-9=2,11-9=2,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;9;=;2','11;-;9;=;2'
653,4=9+2,11=9+2,splitmerge_4_11,0,4,11,,,,,,,,,,'4;=;9;+;2','11;=;9;+;2'
654,11-8=2,11-8=3,within_glyph,4,2,3,,,,,,,,,,'11;-;8;=;2','11;-;8;=;3'
655,0-8=8,8-0=8,one_move_same_segment,2,8,0,0,0,8,,,,,,,'0;-;8;=;8','8;-;0;=;8'
656,6+2=9,6+3=9,within_glyph,2,2,3,,,,,,,,,,'6;+;2;=;9','6;+;3;=;9'
657,7+4=4,7+4=11,splitmerge_4_11,4,4,11,,,,,,,,,,'7;+;4;=;4','7;+;4;=;11'
658,5+1=0,5+1=6,within_glyph,4,0,6,,,,,,,,,,'5;+;1;=;0','5;+;1;=;6'
659,6-0=0,6-0=6,within_glyph,4,0,6,,,,,,,,,,'6;-;0;=;0','6;-;0;=;6'
660,0+4=13,9+4=13,within_glyph,0,0,9,,,,,,,,,,'0;+;4;=;1;3','9;+;4;=;1;3'
661,19=9+8,18=9+9,one_move_same_segment,5,8,9,1,9,8,,,,,,,'1;9;=;9;+;8','1;8;=;9;+;9'
662,11+4=8,4+4=8,splitmerge_4_11,0,11,4,,,,,,,,,,'11;+;4;=;8','4;+;4;=;8'
663,6+8=18,8+8=16,one_move_same_segment,5,8,6,0,6,8,,,,,,,'6;+;8;=;1;8','8;+;8;=;1;6'
664,4-11=0,4-4=0,splitmerge_4_11,2,11,4,,,,,,,,,,'4;-;11;=;0','4;-;4;=;0'
665,8+11=12,8+4=12,splitmerge_4_11,2,11,4,,,,,,,,,,'8;+;11;=;1;2','8;+;4;=;1;2'
666,6-6=3,9-6=3,within_glyph,0,6,9,,,,,,,,,,'6;-;6;=;3','9;-;6;=;3'
667,0+0=9,0+0=0,within_glyph,4,9,0,,,,,,,,,,'0;+;0;=;9','0;+;0;=;0'
668,8-11=4,8-4=4,splitmerge_4_11,2,11,4,,,,,,,,,,'8;-;11;=;4','8;-;4;=;4'
669,6+5=19,6+9=15,one_move_same_segment,5,9,5,2,5,9,,,,,,,'6;+;5;=;1;9','6;+;9;=;1;5'
670,4+0=11,11+0=11,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;0;=;11','11;+;0;=;11'
671,0-6=0,6-6=0,within_glyph,0,0,6,,,,,,,,,,'0;-;6;=;0','6;-;6;=;0'
672,8+6=8,8+0=8,within_glyph,2,6,0,,,,,,,,,,'8;+;6;=;8','8;+;0;=;8'
673,6+0=9,6+0=6,within_glyph,4,9,6,,,,,,,,,,'6;+;0;=;9','6;+;0;=;6'
674,11=2-9,11-2=9,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;2;-;9','11;-;2;=;9'
675,7-2=4,7-3=4,within_glyph,2,2,3,,,,,,,,,,'7;-;2;=;4','7;-;3;=;4'
676,0+11=4,0+11=11,splitmerge_4_11,4,4,11,,,,,,,,,,'0;+;11;=;4','0;+;11;=;11'
677,0+3=9,6+3=9,within_glyph,0,0,6,,,,,,,,,,'0;+;3;=;9','6;+;3;=;9'
678,4+9=10,4+6=10,within_glyph,2,9,6,,,,,,,,,,'4;+;9;=;1;0','4;+;6;=;1;0'
679,6+3=3,0+3=3,within_glyph,0,6,0,,,,,,,,,,'6;+;3;=;3','0;+;3;=;3'
680,6+11=20,9+11=20,within_glyph,0,6,9,,,,,,,,,,'6;+;11;=;2;0','9;+;11;=;2;0'
681,0-2=7,9-2=7,within_glyph,0,0,9,,,,,,,,,,'0;-;2;=;7','9;-;2;=;7'
682,1+9=16,1+9=10,within_glyph,5,6,0,,,,,,,,,,'1;+;9;=;1;6','1;+;9;=;1;0'
683,6+4=4,0+4=4,within_glyph,0,6,0,,,,,,,,,,'6;+;4;=;4','0;+;4;=;4'
684,5+5=16,5+5=10,within_glyph,5,6,0,,,,,,,,,,'5;+;5;=;1;6','5;+;5;=;1;0'
685,4+2=0,4+2=6,within_glyph,4,0,6,,,,,,,,,,'4;+;2;=;0','4;+;2;=;6'
686,2-2=6,2-2=0,within_glyph,4,6,0,,,,,,,,,,'2;-;2;=;6','2;-;2;=;0'
687,6-3=9,8-3=5,one_move_same_segment,4,9,5,0,6,8,,,,,,,'6;-;3;=;9','8;-;3;=;5'
688,6-9=0,9-9=0,within_glyph,0,6,9,,,,,,,,,,'6;-;9;=;0','9;-;9;=;0'
689,8=7-1,8-7=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'8;=;7;-;1','8;-;7;=;1'
690,9-5=11,9-5=4,splitmerge_4_11,4,11,4,,,,,,,,,,'9;-;5;=;11','9;-;5;=;4'
691,8+3=10,8+2=10,within_glyph,2,3,2,,,,,,,,,,'8;+;3;=;1;0','8;+;2;=;1;0'
692,16=7+0,16=7+9,within_glyph,5,0,9,,,,,,,,,,'1;6;=;7;+;0','1;6;=;7;+;9'
693,7+5=18,7+9=16,one_move_same_segment,5,8,6,2,5,9,,,,,,,'7;+;5;=;1;8','7;+;9;=;1;6'
