Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
410,'-3=-9+3','-3=-6+3',single,4,9,6,,,,,,,,,,'-;3;=;-;9;+;3','-;3;=;-;6;+;3'
411,'-2--5=1','-2--3=1',single,4,5,3,,,,,,,,,,'-;2;-;-;5;=;1','-;2;-;-;3;=;1'
412,'-5+-5=-16','-5+-5=-10',single,8,6,0,,,,,,,,,,'-;5;+;-;5;=;-;1;6','-;5;+;-;5;=;-;1;0'
413,'-9--6=-5','-9--6=-3',single,7,5,3,,,,,,,,,,'-;9;-;-;6;=;-;5','-;9;-;-;6;=;-;3'
414,'-3+9=-6','-9+3=-6',multi,3,9,3,1,3,9,,,,,,,'-;3;+;9;=;-;6','-;9;+;3;=;-;6'
415,'2+-5=-2','2+-5=-3',single,6,2,3,,,,,,,,,,'2;+;-;5;=;-;2','2;+;-;5;=;-;3'
416,'-1--7=0','-1--7=6',single,6,0,6,,,,,,,,,,'-;1;-;-;7;=;0','-;1;-;-;7;=;6'
417,'-1+0=8','-1+9=8',single,3,0,9,,,,,,,,,,'-;1;+;0;=;8','-;1;+;9;=;8'
418,'-7=2+-0','-7=2+-9',single,6,0,9,,,,,,,,,,'-;7;=;2;+;-;0','-;7;=;2;+;-;9'
419,'-3+-1=-11','-3+-1=-4',single,7,11,4,,,,,,,,,,'-;3;+;-;1;=;-;11','-;3;+;-;1;=;-;4'
420,'-3--11=1','-3--4=1',single,4,11,4,,,,,,,,,,'-;3;-;-;11;=;1','-;3;-;-;4;=;1'
421,'-6+9=0','-6+6=0',single,3,9,6,,,,,,,,,,'-;6;+;9;=;0','-;6;+;6;=;0'
422,'-8+-9=-19','-9+-9=-18',multi,1,8,9,8,9,8,,,,,,,'-;8;+;-;9;=;-;1;9','-;9;+;-;9;=;-;1;8'
423,'-5+2=-2','-5+3=-2',single,3,2,3,,,,,,,,,,'-;5;+;2;=;-;2','-;5;+;3;=;-;2'
424,'6+-9=3','8+-5=3',multi,3,9,5,0,6,8,,,,,,,'6;+;-;9;=;3','8;+;-;5;=;3'
425,'-13=-0+-4','-13=-9+-4',single,5,0,9,,,,,,,,,,'-;1;3;=;-;0;+;-;4','-;1;3;=;-;9;+;-;4'
426,'6+-4=3','6+-4=2',single,5,3,2,,,,,,,,,,'6;+;-;4;=;3','6;+;-;4;=;2'
427,'-1+3=1','-1+2=1',single,3,3,2,,,,,,,,,,'-;1;+;3;=;1','-;1;+;2;=;1'
428,'-5+-4=-16','-5+-11=-16',single,4,4,11,,,,,,,,,,'-;5;+;-;4;=;-;1;6','-;5;+;-;11;=;-;1;6'
429,'-9+-6=-13','-9+-6=-15',single,8,3,5,,,,,,,,,,'-;9;+;-;6;=;-;1;3','-;9;+;-;6;=;-;1;5'
430,'-2--11=6','-2--11=9',single,6,6,9,,,,,,,,,,'-;2;-;-;11;=;6','-;2;-;-;11;=;9'
431,'0+-6=0','6+-6=0',single,0,0,6,,,,,,,,,,'0;+;-;6;=;0','6;+;-;6;=;0'
432,'7+-7=6','7+-7=0',single,5,6,0,,,,,,,,,,'7;+;-;7;=;6','7;+;-;7;=;0'
433,'-1+-7=-74','-7+-7=-14',multi,7,7,1,1,1,7,,,,,,,'-;1;+;-;7;=;-;7;4','-;7;+;-;7;=;-;1;4'
434,'-9--3=-9','-9--3=-6',single,7,9,6,,,,,,,,,,'-;9;-;-;3;=;-;9','-;9;-;-;3;=;-;6'
435,'-7+-6=-12','-7+-6=-13',single,8,2,3,,,,,,,,,,'-;7;+;-;6;=;-;1;2','-;7;+;-;6;=;-;1;3'
436,'9+-3=9','9+-3=6',single,5,9,6,,,,,,,,,,'9;+;-;3;=;9','9;+;-;3;=;6'
437,'-8--4=3','-8--11=3',single,4,4,11,,,,,,,,,,'-;8;-;-;4;=;3','-;8;-;-;11;=;3'
438,'-1+4=5','-1+4=3',single,5,5,3,,,,,,,,,,'-;1;+;4;=;5','-;1;+;4;=;3'
439,'-6+-4=-17','-6+-11=-17',single,4,4,11,,,,,,,,,,'-;6;+;-;4;=;-;1;7','-;6;+;-;11;=;-;1;7'
440,'6+-11=-2','9+-11=-2',single,0,6,9,,,,,,,,,,'6;+;-;11;=;-;2','9;+;-;11;=;-;2'
441,'1+-1=6','1+-1=0',single,5,6,0,,,,,,,,,,'1;+;-;1;=;6','1;+;-;1;=;0'
442,'5+-8=-2','5+-8=-3',single,6,2,3,,,,,,,,,,'5;+;-;8;=;-;2','5;+;-;8;=;-;3'
443,'-1+-3=-3','-1+-2=-3',single,4,3,2,,,,,,,,,,'-;1;+;-;3;=;-;3','-;1;+;-;2;=;-;3'
444,'6+-2=7','9+-2=7',single,0,6,9,,,,,,,,,,'6;+;-;2;=;7','9;+;-;2;=;7'
445,'-6+2=-8','-8+2=-6',multi,6,8,6,1,6,8,,,,,,,'-;6;+;2;=;-;8','-;8;+;2;=;-;6'
446,'-0--1=-5','-6--1=-5',single,1,0,6,,,,,,,,,,'-;0;-;-;1;=;-;5','-;6;-;-;1;=;-;5'
447,'2-6=7','2+5=7',minus_to_plus,2,6,5,1,-,+,,,,,,,'2;-;6;=;7','2;+;5;=;7'
448,'-8+-6=-18','-8+-8=-16',multi,8,8,6,4,6,8,,,,,,,'-;8;+;-;6;=;-;1;8','-;8;+;-;8;=;-;1;6'
449,'-6+1=-3','-6+1=-5',single,6,3,5,,,,,,,,,,'-;6;+;1;=;-;3','-;6;+;1;=;-;5'
450,'-9=-5+-11','-9=-5+-4',single,7,11,4,,,,,,,,,,'-;9;=;-;5;+;-;11','-;9;=;-;5;+;-;4'
451,'-2--5=5','-2--5=3',single,6,5,3,,,,,,,,,,'-;2;-;-;5;=;5','-;2;-;-;5;=;3'
452,'-4--7=5','-4--7=3',single,6,5,3,,,,,,,,,,'-;4;-;-;7;=;5','-;4;-;-;7;=;3'
453,'11+-3=1','4+-3=1',single,0,11,4,,,,,,,,,,'11;+;-;3;=;1','4;+;-;3;=;1'
454,'-3+-4=-19','-9+-4=-13',multi,8,9,3,1,3,9,,,,,,,'-;3;+;-;4;=;-;1;9','-;9;+;-;4;=;-;1;3'
455,'-9--4=2','-9--11=2',single,4,4,11,,,,,,,,,,'-;9;-;-;4;=;2','-;9;-;-;11;=;2'
456,'-4+9=3','-4+9=5',single,5,3,5,,,,,,,,,,'-;4;+;9;=;3','-;4;+;9;=;5'
457,'-6--8=3','-6--8=2',single,6,3,2,,,,,,,,,,'-;6;-;-;8;=;3','-;6;-;-;8;=;2'
458,'-5--8=-3','-9--6=-3',multi,4,8,6,1,5,9,,,,,,,'-;5;-;-;8;=;-;3','-;9;-;-;6;=;-;3'
459,'-3=11+-7','-3=4+-7',single,3,11,4,,,,,,,,,,'-;3;=;11;+;-;7','-;3;=;4;+;-;7'
460,'-1+-0=-10','-1+-9=-10',single,4,0,9,,,,,,,,,,'-;1;+;-;0;=;-;1;0','-;1;+;-;9;=;-;1;0'
461,'2+-7=-3','2+-7=-5',single,6,3,5,,,,,,,,,,'2;+;-;7;=;-;3','2;+;-;7;=;-;5'
462,'-5--1=-11','-5--1=-4',single,7,11,4,,,,,,,,,,'-;5;-;-;1;=;-;11','-;5;-;-;1;=;-;4'
463,'-6+6=9','-6+6=0',single,5,9,0,,,,,,,,,,'-;6;+;6;=;9','-;6;+;6;=;0'
464,'-8+3=-3','-8+5=-3',single,3,3,5,,,,,,,,,,'-;8;+;3;=;-;3','-;8;+;5;=;-;3'
465,'9+-9=6','9+-9=0',single,5,6,0,,,,,,,,,,'9;+;-;9;=;6','9;+;-;9;=;0'
466,'-11+11=9','-11+11=0',single,5,9,0,,,,,,,,,,'-;11;+;11;=;9','-;11;+;11;=;0'
467,'-6=-4--2','-6--4=-2',multi,2,=,-,5,-,=,,,,,,,'-;6;=;-;4;-;-;2','-;6;-;-;4;=;-;2'
468,'-8+5=3','-6+9=3',multi,1,8,6,3,5,9,,,,,,,'-;8;+;5;=;3','-;6;+;9;=;3'
469,'-1+-5=-72','-7+-5=-12',multi,7,7,1,1,1,7,,,,,,,'-;1;+;-;5;=;-;7;2','-;7;+;-;5;=;-;1;2'
470,'-3+6=1','-5+6=1',single,1,3,5,,,,,,,,,,'-;3;+;6;=;1','-;5;+;6;=;1'
471,'-16=-4+-6','-10=-4+-6',single,2,6,0,,,,,,,,,,'-;1;6;=;-;4;+;-;6','-;1;0;=;-;4;+;-;6'
472,'-6+-9=-13','-5+-8=-13',multi,1,6,5,4,9,8,,,,,,,'-;6;+;-;9;=;-;1;3','-;5;+;-;8;=;-;1;3'
473,'-3--11=6','-5--11=6',single,1,3,5,,,,,,,,,,'-;3;-;-;11;=;6','-;5;-;-;11;=;6'
474,'-4=-3--1','-4--3=-1',multi,2,=,-,5,-,=,,,,,,,'-;4;=;-;3;-;-;1','-;4;-;-;3;=;-;1'
475,'-1+-8=-75','-7+-8=-15',multi,7,7,1,1,1,7,,,,,,,'-;1;+;-;8;=;-;7;5','-;7;+;-;8;=;-;1;5'
476,'6+-9=-2','6+-9=-3',single,6,2,3,,,,,,,,,,'6;+;-;9;=;-;2','6;+;-;9;=;-;3'
477,'-2+4=1','-3+4=1',single,1,2,3,,,,,,,,,,'-;2;+;4;=;1','-;3;+;4;=;1'
478,'4+-9=2','11+-9=2',single,0,4,11,,,,,,,,,,'4;+;-;9;=;2','11;+;-;9;=;2'
479,'-9+-11=-17','-6+-11=-17',single,1,9,6,,,,,,,,,,'-;9;+;-;11;=;-;1;7','-;6;+;-;11;=;-;1;7'
480,'-0--11=5','-6--11=5',single,1,0,6,,,,,,,,,,'-;0;-;-;11;=;5','-;6;-;-;11;=;5'
481,'-3+6=4','-2+6=4',single,1,3,2,,,,,,,,,,'-;3;+;6;=;4','-;2;+;6;=;4'
482,'-2+5=5','-2+5=3',single,5,5,3,,,,,,,,,,'-;2;+;5;=;5','-;2;+;5;=;3'
483,'-0=-5+-4','-9=-5+-4',single,1,0,9,,,,,,,,,,'-;0;=;-;5;+;-;4','-;9;=;-;5;+;-;4'
484,'-7--9=3','-7--9=2',single,6,3,2,,,,,,,,,,'-;7;-;-;9;=;3','-;7;-;-;9;=;2'
485,'-5+5=-2','-5+3=-2',single,3,5,3,,,,,,,,,,'-;5;+;5;=;-;2','-;5;+;3;=;-;2'
486,'-5--2=-2','-5--2=-3',single,7,2,3,,,,,,,,,,'-;5;-;-;2;=;-;2','-;5;-;-;2;=;-;3'
487,'-0--6=0','-6--6=0',single,1,0,6,,,,,,,,,,'-;0;-;-;6;=;0','-;6;-;-;6;=;0'
488,'-0--8=2','-6--8=2',single,1,0,6,,,,,,,,,,'-;0;-;-;8;=;2','-;6;-;-;8;=;2'
489,'-9+-9=-15','-6+-9=-15',single,1,9,6,,,,,,,,,,'-;9;+;-;9;=;-;1;5','-;6;+;-;9;=;-;1;5'
490,'-7+2=-3','-7+2=-5',single,6,3,5,,,,,,,,,,'-;7;+;2;=;-;3','-;7;+;2;=;-;5'
491,'-4=2+-9','-4=2+-6',single,6,9,6,,,,,,,,,,'-;4;=;2;+;-;9','-;4;=;2;+;-;6'
492,'-7--4=-2','-7--4=-3',single,7,2,3,,,,,,,,,,'-;7;-;-;4;=;-;2','-;7;-;-;4;=;-;3'
493,'-4+3=-8','-11+3=-8',single,1,4,11,,,,,,,,,,'-;4;+;3;=;-;8','-;11;+;3;=;-;8'
494,'0=-9+6','0=-9+9',single,5,6,9,,,,,,,,,,'0;=;-;9;+;6','0;=;-;9;+;9'
495,'7+-9=1','7+-6=1',single,3,9,6,,,,,,,,,,'7;+;-;9;=;1','7;+;-;6;=;1'
496,'-2+-4=-9','-2+-4=-6',single,7,9,6,,,,,,,,,,'-;2;+;-;4;=;-;9','-;2;+;-;4;=;-;6'
497,'-5+-8=-15','-6+-9=-15',multi,4,8,9,1,5,6,,,,,,,'-;5;+;-;8;=;-;1;5','-;6;+;-;9;=;-;1;5'
498,'2=11+-8','3=11+-8',single,0,2,3,,,,,,,,,,'2;=;11;+;-;8','3;=;11;+;-;8'
499,'-5+8=-3','-9+6=-3',multi,3,8,6,1,5,9,,,,,,,'-;5;+;8;=;-;3','-;9;+;6;=;-;3'
500,'-6--9=5','-6--9=3',single,6,5,3,,,,,,,,,,'-;6;-;-;9;=;5','-;6;-;-;9;=;3'
501,'-8+-5=-15','-6+-9=-15',multi,1,8,6,4,5,9,,,,,,,'-;8;+;-;5;=;-;1;5','-;6;+;-;9;=;-;1;5'
502,'-9--0=0','-9--9=0',single,4,0,9,,,,,,,,,,'-;9;-;-;0;=;0','-;9;-;-;9;=;0'
503,'11+-8=-4','4+-8=-4',single,0,11,4,,,,,,,,,,'11;+;-;8;=;-;4','4;+;-;8;=;-;4'
504,'-2+-7=-0','-2+-7=-9',single,7,0,9,,,,,,,,,,'-;2;+;-;7;=;-;0','-;2;+;-;7;=;-;9'
505,'-1--6=-7','-7--6=-1',multi,7,7,1,1,1,7,,,,,,,'-;1;-;-;6;=;-;7','-;7;-;-;6;=;-;1'
506,'-5+3=-3','-5+2=-3',single,3,3,2,,,,,,,,,,'-;5;+;3;=;-;3','-;5;+;2;=;-;3'
507,'6=5+-5','0=5+-5',single,0,6,0,,,,,,,,,,'6;=;5;+;-;5','0;=;5;+;-;5'
508,'-3=-8+3','-5=-8+3',single,1,3,5,,,,,,,,,,'-;3;=;-;8;+;3','-;5;=;-;8;+;3'
509,'3+-2=0','3+-3=0',single,3,2,3,,,,,,,,,,'3;+;-;2;=;0','3;+;-;3;=;0'
510,'-5+0=1','-5+6=1',single,3,0,6,,,,,,,,,,'-;5;+;0;=;1','-;5;+;6;=;1'
511,'-8+-0=-17','-8+-9=-17',single,4,0,9,,,,,,,,,,'-;8;+;-;0;=;-;1;7','-;8;+;-;9;=;-;1;7'
512,'5+-5=9','5+-5=0',single,5,9,0,,,,,,,,,,'5;+;-;5;=;9','5;+;-;5;=;0'
513,'-4--7=2','-4--7=3',single,6,2,3,,,,,,,,,,'-;4;-;-;7;=;2','-;4;-;-;7;=;3'
514,'-8--5=-5','-8--3=-5',single,4,5,3,,,,,,,,,,'-;8;-;-;5;=;-;5','-;8;-;-;3;=;-;5'
515,'7+-2=4','7+-3=4',single,3,2,3,,,,,,,,,,'7;+;-;2;=;4','7;+;-;3;=;4'
516,'-1+5=11','-1+5=4',single,5,11,4,,,,,,,,,,'-;1;+;5;=;11','-;1;+;5;=;4'
517,'-0+4=-2','-6+4=-2',single,1,0,6,,,,,,,,,,'-;0;+;4;=;-;2','-;6;+;4;=;-;2'
518,'6=-4+4','0=-4+4',single,0,6,0,,,,,,,,,,'6;=;-;4;+;4','0;=;-;4;+;4'
519,'-3+-3=-9','-3+-3=-6',single,7,9,6,,,,,,,,,,'-;3;+;-;3;=;-;9','-;3;+;-;3;=;-;6'
520,'-2--6=3','-3--6=3',single,1,2,3,,,,,,,,,,'-;2;-;-;6;=;3','-;3;-;-;6;=;3'
521,'-8+0=1','-8+9=1',single,3,0,9,,,,,,,,,,'-;8;+;0;=;1','-;8;+;9;=;1'
522,'-2+6=7','-2+9=7',single,3,6,9,,,,,,,,,,'-;2;+;6;=;7','-;2;+;9;=;7'
523,'7+-1=9','7+-1=6',single,5,9,6,,,,,,,,,,'7;+;-;1;=;9','7;+;-;1;=;6'
524,'7+-4=-4','7+-11=-4',single,3,4,11,,,,,,,,,,'7;+;-;4;=;-;4','7;+;-;11;=;-;4'
525,'-7+4=-5','-7+4=-3',single,6,5,3,,,,,,,,,,'-;7;+;4;=;-;5','-;7;+;4;=;-;3'
526,'2+-5=-1','2+-3=-1',single,3,5,3,,,,,,,,,,'2;+;-;5;=;-;1','2;+;-;3;=;-;1'
527,'-8+0=8','-8+8=0',multi,5,8,0,3,0,8,,,,,,,'-;8;+;0;=;8','-;8;+;8;=;0'
528,'-3=-1--2','-3--1=-2',multi,2,=,-,5,-,=,,,,,,,'-;3;=;-;1;-;-;2','-;3;-;-;1;=;-;2'
529,'5+-11=1','5+-4=1',single,3,11,4,,,,,,,,,,'5;+;-;11;=;1','5;+;-;4;=;1'
530,'-0+8=-1','-9+8=-1',single,1,0,9,,,,,,,,,,'-;0;+;8;=;-;1','-;9;+;8;=;-;1'
531,'4+-3=8','11+-3=8',single,0,4,11,,,,,,,,,,'4;+;-;3;=;8','11;+;-;3;=;8'
532,'-7+-11=-11','-7+-4=-11',single,4,11,4,,,,,,,,,,'-;7;+;-;11;=;-;11','-;7;+;-;4;=;-;11'
533,'4=-1+3','4=-1+5',single,5,3,5,,,,,,,,,,'4;=;-;1;+;3','4;=;-;1;+;5'
534,'2+-9=-6','3+-9=-6',single,0,2,3,,,,,,,,,,'2;+;-;9;=;-;6','3;+;-;9;=;-;6'
535,'3+-5=0','5+-5=0',single,0,3,5,,,,,,,,,,'3;+;-;5;=;0','5;+;-;5;=;0'
536,'-3--3=-2','-5--3=-2',single,1,3,5,,,,,,,,,,'-;3;-;-;3;=;-;2','-;5;-;-;3;=;-;2'
537,'-11--8=-5','-11--8=-3',single,7,5,3,,,,,,,,,,'-;11;-;-;8;=;-;5','-;11;-;-;8;=;-;3'
538,'-3+-7=-16','-3+-7=-10',single,8,6,0,,,,,,,,,,'-;3;+;-;7;=;-;1;6','-;3;+;-;7;=;-;1;0'
539,'-3--9=4','-5--9=4',single,1,3,5,,,,,,,,,,'-;3;-;-;9;=;4','-;5;-;-;9;=;4'
540,'-0+1=-5','-6+1=-5',single,1,0,6,,,,,,,,,,'-;0;+;1;=;-;5','-;6;+;1;=;-;5'
541,'7+-9=-3','7+-9=-2',single,6,3,2,,,,,,,,,,'7;+;-;9;=;-;3','7;+;-;9;=;-;2'
542,'-3+11=1','-3+4=1',single,3,11,4,,,,,,,,,,'-;3;+;11;=;1','-;3;+;4;=;1'
543,'-11--6=-2','-11--9=-2',single,4,6,9,,,,,,,,,,'-;11;-;-;6;=;-;2','-;11;-;-;9;=;-;2'
544,'9+-4=3','9+-4=5',single,5,3,5,,,,,,,,,,'9;+;-;4;=;3','9;+;-;4;=;5'
545,'0+-7=-1','6+-7=-1',single,0,0,6,,,,,,,,,,'0;+;-;7;=;-;1','6;+;-;7;=;-;1'
546,'-5+8=5','-5+8=3',single,5,5,3,,,,,,,,,,'-;5;+;8;=;5','-;5;+;8;=;3'
547,'-4--6=5','-4--9=5',single,4,6,9,,,,,,,,,,'-;4;-;-;6;=;5','-;4;-;-;9;=;5'
548,'9+-5=11','9+-5=4',single,5,11,4,,,,,,,,,,'9;+;-;5;=;11','9;+;-;5;=;4'
549,'-11+8=4','-4+8=4',single,1,11,4,,,,,,,,,,'-;11;+;8;=;4','-;4;+;8;=;4'
550,'-4=-7-3','-4--7=3',multi,2,=,-,5,-,=,,,,,,,'-;4;=;-;7;-;3','-;4;-;-;7;=;3'
551,'-2+-4=-0','-2+-4=-6',single,7,0,6,,,,,,,,,,'-;2;+;-;4;=;-;0','-;2;+;-;4;=;-;6'
552,'-9+-4=-15','-9+-4=-13',single,8,5,3,,,,,,,,,,'-;9;+;-;4;=;-;1;5','-;9;+;-;4;=;-;1;3'
553,'-6+-7=-12','-6+-7=-13',single,8,2,3,,,,,,,,,,'-;6;+;-;7;=;-;1;2','-;6;+;-;7;=;-;1;3'
554,'-6+2=-3','-6+3=-3',single,3,2,3,,,,,,,,,,'-;6;+;2;=;-;3','-;6;+;3;=;-;3'
555,'-9=-5--4','-9--5=-4',multi,2,=,-,5,-,=,,,,,,,'-;9;=;-;5;-;-;4','-;9;-;-;5;=;-;4'
556,'-4--2=-3','-4--2=-2',single,7,3,2,,,,,,,,,,'-;4;-;-;2;=;-;3','-;4;-;-;2;=;-;2'
557,'9+-6=-3','5+-8=-3',multi,0,9,5,3,6,8,,,,,,,'9;+;-;6;=;-;3','5;+;-;8;=;-;3'
558,'4+-4=9','4+-4=0',single,5,9,0,,,,,,,,,,'4;+;-;4;=;9','4;+;-;4;=;0'
559,'-3+-8=-5','-3+-6=-9',multi,4,8,6,7,5,9,,,,,,,'-;3;+;-;8;=;-;5','-;3;+;-;6;=;-;9'
560,'-3+-3=-8','-3+-5=-8',single,4,3,5,,,,,,,,,,'-;3;+;-;3;=;-;8','-;3;+;-;5;=;-;8'
561,'-9--11=3','-9--11=2',single,6,3,2,,,,,,,,,,'-;9;-;-;11;=;3','-;9;-;-;11;=;2'
562,'-11--7=-11','-11--7=-4',single,7,11,4,,,,,,,,,,'-;11;-;-;7;=;-;11','-;11;-;-;7;=;-;4'
563,'-8--6=-3','-8--6=-2',single,7,3,2,,,,,,,,,,'-;8;-;-;6;=;-;3','-;8;-;-;6;=;-;2'
564,'-3+1=-1','-2+1=-1',single,1,3,2,,,,,,,,,,'-;3;+;1;=;-;1','-;2;+;1;=;-;1'
565,'-5--5=-2','-5--3=-2',single,4,5,3,,,,,,,,,,'-;5;-;-;5;=;-;2','-;5;-;-;3;=;-;2'
566,'9+-3=4','9+-5=4',single,3,3,5,,,,,,,,,,'9;+;-;3;=;4','9;+;-;5;=;4'
567,'-5--9=-4','-9--5=-4',multi,4,9,5,1,5,9,,,,,,,'-;5;-;-;9;=;-;4','-;9;-;-;5;=;-;4'
568,'-11--1=-16','-11--1=-10',single,8,6,0,,,,,,,,,,'-;11;-;-;1;=;-;1;6','-;11;-;-;1;=;-;1;0'
569,'-9=-7--2','-9--7=-2',multi,2,=,-,5,-,=,,,,,,,'-;9;=;-;7;-;-;2','-;9;-;-;7;=;-;2'
570,'6+-11=-3','6+-11=-5',single,6,3,5,,,,,,,,,,'6;+;-;11;=;-;3','6;+;-;11;=;-;5'
571,'8+-5=5','8+-3=5',single,3,5,3,,,,,,,,,,'8;+;-;5;=;5','8;+;-;3;=;5'
572,'-7=-2+-3','-7=-2+-5',single,7,3,5,,,,,,,,,,'-;7;=;-;2;+;-;3','-;7;=;-;2;+;-;5'
573,'-6--11=-2','-6--4=-2',single,4,11,4,,,,,,,,,,'-;6;-;-;11;=;-;2','-;6;-;-;4;=;-;2'
574,'-5--9=1','-5--6=1',single,4,9,6,,,,,,,,,,'-;5;-;-;9;=;1','-;5;-;-;6;=;1'
575,'-9+-3=-11','-9+-2=-11',single,4,3,2,,,,,,,,,,'-;9;+;-;3;=;-;11','-;9;+;-;2;=;-;11'
576,'-5+9=11','-5+9=4',single,5,11,4,,,,,,,,,,'-;5;+;9;=;11','-;5;+;9;=;4'
577,'-4+1=-2','-4+1=-3',single,6,2,3,,,,,,,,,,'-;4;+;1;=;-;2','-;4;+;1;=;-;3'
578,'-3=6+-0','-3=6+-9',single,6,0,9,,,,,,,,,,'-;3;=;6;+;-;0','-;3;=;6;+;-;9'
579,'-5+-4=-6','-5+-4=-9',single,7,6,9,,,,,,,,,,'-;5;+;-;4;=;-;6','-;5;+;-;4;=;-;9'
580,'-8+-11=-10','-8+-11=-19',single,8,0,9,,,,,,,,,,'-;8;+;-;11;=;-;1;0','-;8;+;-;11;=;-;1;9'
581,'-9+5=4','-5+9=4',multi,1,9,5,3,5,9,,,,,,,'-;9;+;5;=;4','-;5;+;9;=;4'
582,'-7--3=-2','-7--5=-2',single,4,3,5,,,,,,,,,,'-;7;-;-;3;=;-;2','-;7;-;-;5;=;-;2'
583,'-11--5=-0','-11--5=-6',single,7,0,6,,,,,,,,,,'-;11;-;-;5;=;-;0','-;11;-;-;5;=;-;6'
584,'9+-9=-3','6+-9=-3',single,0,9,6,,,,,,,,,,'9;+;-;9;=;-;3','6;+;-;9;=;-;3'
585,'-7--9=-1','-7--6=-1',single,4,9,6,,,,,,,,,,'-;7;-;-;9;=;-;1','-;7;-;-;6;=;-;1'
586,'-9+3=-0','-9+3=-6',single,6,0,6,,,,,,,,,,'-;9;+;3;=;-;0','-;9;+;3;=;-;6'
587,'-10=-6+-1','-10=-9+-1',single,5,6,9,,,,,,,,,,'-;1;0;=;-;6;+;-;1','-;1;0;=;-;9;+;-;1'
588,'11+-0=2','11+-9=2',single,3,0,9,,,,,,,,,,'11;+;-;0;=;2','11;+;-;9;=;2'
589,'0=-11+4','0=-4+4',single,3,11,4,,,,,,,,,,'0;=;-;11;+;4','0;=;-;4;+;4'
590,'-1+-6=-10','-1+-9=-10',single,4,6,9,,,,,,,,,,'-;1;+;-;6;=;-;1;0','-;1;+;-;9;=;-;1;0'
591,'-9+0=0','-9+9=0',single,3,0,9,,,,,,,,,,'-;9;+;0;=;0','-;9;+;9;=;0'
592,'-11+-3=-16','-11+-5=-16',single,4,3,5,,,,,,,,,,'-;11;+;-;3;=;-;1;6','-;11;+;-;5;=;-;1;6'
593,'-1+1=6','-1+1=0',single,5,6,0,,,,,,,,,,'-;1;+;1;=;6','-;1;+;1;=;0'
594,'-9+-8=-71','-9+-8=-17',multi,7,7,1,8,1,7,,,,,,,'-;9;+;-;8;=;-;7;1','-;9;+;-;8;=;-;1;7'
595,'6+-5=4','9+-5=4',single,0,6,9,,,,,,,,,,'6;+;-;5;=;4','9;+;-;5;=;4'
596,'-3+-6=-0','-3+-6=-9',single,7,0,9,,,,,,,,,,'-;3;+;-;6;=;-;0','-;3;+;-;6;=;-;9'
597,'-9=-3+-0','-9=-3+-6',single,7,0,6,,,,,,,,,,'-;9;=;-;3;+;-;0','-;9;=;-;3;+;-;6'
598,'9+-4=2','6+-4=2',single,0,9,6,,,,,,,,,,'9;+;-;4;=;2','6;+;-;4;=;2'
599,'-4--1=-2','-4--1=-3',single,7,2,3,,,,,,,,,,'-;4;-;-;1;=;-;2','-;4;-;-;1;=;-;3'
600,'-5+4=6','-5+11=6',single,3,4,11,,,,,,,,,,'-;5;+;4;=;6','-;5;+;11;=;6'
601,'3+-0=-3','3+-6=-3',single,3,0,6,,,,,,,,,,'3;+;-;0;=;-;3','3;+;-;6;=;-;3'
602,'11+-2=2','4+-2=2',single,0,11,4,,,,,,,,,,'11;+;-;2;=;2','4;+;-;2;=;2'
603,'-2--2=-1','-3--2=-1',single,1,2,3,,,,,,,,,,'-;2;-;-;2;=;-;1','-;3;-;-;2;=;-;1'
604,'-6--2=-8','-8--2=-6',multi,7,8,6,1,6,8,,,,,,,'-;6;-;-;2;=;-;8','-;8;-;-;2;=;-;6'
605,'-9--7=-3','-9--7=-2',single,7,3,2,,,,,,,,,,'-;9;-;-;7;=;-;3','-;9;-;-;7;=;-;2'
606,'4+-2=3','4+-2=2',single,5,3,2,,,,,,,,,,'4;+;-;2;=;3','4;+;-;2;=;2'
607,'7+-4=5','7+-4=3',single,5,5,3,,,,,,,,,,'7;+;-;4;=;5','7;+;-;4;=;3'
608,'-7--5=-4','-7--3=-4',single,4,5,3,,,,,,,,,,'-;7;-;-;5;=;-;4','-;7;-;-;3;=;-;4'
609,'-3+3=6','-3+3=0',single,5,6,0,,,,,,,,,,'-;3;+;3;=;6','-;3;+;3;=;0'
610,'-3+0=6','-3+9=6',single,3,0,9,,,,,,,,,,'-;3;+;0;=;6','-;3;+;9;=;6'
611,'-7+-8=-13','-7+-8=-15',single,8,3,5,,,,,,,,,,'-;7;+;-;8;=;-;1;3','-;7;+;-;8;=;-;1;5'
612,'-2+-1=-4','-3+-1=-4',single,1,2,3,,,,,,,,,,'-;2;+;-;1;=;-;4','-;3;+;-;1;=;-;4'
613,'6+-6=-3','6+-9=-3',single,3,6,9,,,,,,,,,,'6;+;-;6;=;-;3','6;+;-;9;=;-;3'
614,'-6--11=3','-6--11=5',single,6,3,5,,,,,,,,,,'-;6;-;-;11;=;3','-;6;-;-;11;=;5'
615,'2+-1=2','3+-1=2',single,0,2,3,,,,,,,,,,'2;+;-;1;=;2','3;+;-;1;=;2'
616,'-2+9=4','-2+6=4',single,3,9,6,,,,,,,,,,'-;2;+;9;=;4','-;2;+;6;=;4'
